place_name,menu_name,menu_price
베나레스 숙대점,버터치킨,-
베나레스 숙대점,치킨티카마살라,-
베나레스 숙대점,프라운마크니,-
베나레스 숙대점,팔락 파니르,-
베나레스 숙대점,램 빈달루,-
베나레스 숙대점,탄두리 치킨 비리야니,-
베나레스 숙대점,탄두리 치킨(half),-
베나레스 숙대점,마늘난,-
베나레스 숙대점,버터난,-
베나레스 숙대점,플레인 난,-
베나레스 숙대점,샐러드 크림 프라타,-
베나레스 숙대점,2인세트,-
