place_name,menu_name,menu_price
찰찰보리식빵 효창공원점,블루베리식빵,-
찰찰보리식빵 효창공원점,호두호밀식빵,-
찰찰보리식빵 효창공원점,생크림식빵,-
찰찰보리식빵 효창공원점,마늘식빵,-
찰찰보리식빵 효창공원점,곡물식빵,-
찰찰보리식빵 효창공원점,우유찰보리식빵,-
찰찰보리식빵 효창공원점,고구마크림치즈식빵,-
찰찰보리식빵 효창공원점,초코식빵,-
찰찰보리식빵 효창공원점,단호박콩식빵,-
찰찰보리식빵 효창공원점,알밤식빵,-
찰찰보리식빵 효창공원점,크림치즈식빵,-
찰찰보리식빵 효창공원점,찹쌀쫄깃식빵,-
