place_name,menu_name,menu_price
퍼즈남영,우니 들기름 콜드파스타,-
퍼즈남영,육회 단새우 타르타르,-
퍼즈남영,뽈뽀,-
퍼즈남영,채끝등심,-
퍼즈남영,마리네이드 토마토,-
퍼즈남영,스파이시 보드카,-
퍼즈남영,라구 볼로녜제,-
퍼즈남영,피스타치오,-
퍼즈남영,우니버터 명란,-
퍼즈남영,다리살 가라아게,-
퍼즈남영,마라크림새우,-
퍼즈남영,브리치즈,-
퍼즈남영,부라타치즈와 과일,-
퍼즈남영,리코타 올리브,-
퍼즈남영,트러플 프라이즈,-
