place_name,menu_name,menu_price
스턴하우스,Popresso,-
스턴하우스,Banana Toast,-
스턴하우스,Cherry Tomato Toast,-
스턴하우스,Pea Toast,-
스턴하우스,Cheese Toast,-
스턴하우스,Veggi Toast,-
