place_name,menu_name,menu_price
부자반점,짜장면,-
부자반점,짬뽕,-
부자반점,우동,-
부자반점,쟁반짜장,-
부자반점,볶음밥,-
부자반점,탕수육+양장피,-
부자반점,탕수육+팔보채,-
부자반점,미니 탕수육,-
부자반점,탕수육+짜장면 2,-
부자반점,깐풍기+짜장면 2,-
부자반점,양장피+짜장면 2,-
부자반점,팔보채+짜장면 2,-
부자반점,탕수육+유산슬+팔보채,-
부자반점,탕수육+양장피+고추잡채,-
부자반점,탕수육+필보채+양장피+고추잡채,-
