place_name,menu_name,menu_price
다과상사,바닐라빈라떼 R,-
다과상사,솔티카라멜라,-
다과상사,카페라떼 R,-
다과상사,아메리카노 R,-
다과상사,카페모카 R,-
다과상사,아인슈페너,-
다과상사,바닐라빈라떼 300ml (병),-
다과상사,바닐라빈라떼 500ml (병),-
다과상사,밀크티 300ml(병),-
다과상사,솔티카라멜라떼 300ml(병),-
다과상사,딸기라떼 500ml(병),-
다과상사,아메리카노 (파우치),-
다과상사,카페라떼 (파우치),-
다과상사,아메리카노 4팩 (파우치),-
다과상사,카페라떼 4팩 (파우치),-
