place_name,menu_name,menu_price
홍곱창 숙명여대점,데리야끼막창,-
홍곱창 숙명여대점,야채곱창,-
홍곱창 숙명여대점,핵마늘막창,-
홍곱창 숙명여대점,불곱창,-
홍곱창 숙명여대점,순대곱창,-
홍곱창 숙명여대점,알곱창,-
홍곱창 숙명여대점,치즈불곱창,-
홍곱창 숙명여대점,소금구이막창,-
홍곱창 숙명여대점,양념막창,-
홍곱창 숙명여대점,불막창,-
