place_name,menu_name,menu_price
동아냉면 숙대2호점,물냉면小,-
동아냉면 숙대2호점,비빔냉면小,-
동아냉면 숙대2호점,만두,-
동아냉면 숙대2호점,물냉면 대,-
동아냉면 숙대2호점,비빔냉면 대,-
