place_name,menu_name,menu_price
타코 우루아판,비리아 타코(2pc),-
타코 우루아판,쉬림프 타코(2pc),-
타코 우루아판,시금치 타코(2pc),-
타코 우루아판,가지구이,-
타코 우루아판,도리토스,-
