review
"삼각지 칵테일 검색하다가 우연히 알게되서 처음 방문한 곳입니다. 근데 피자가 가격도 엄청 저렴한데 도우가 뭘로 만드시는지 리뷰에서 본 것처럼 정말 쫄깃 쫄깃하고 맛있는거 있죠!!! 게눈감추듯 먹어해치웠습니다. 진짜 피자전문점보다 더 맛있게 먹었어요. 그리고 감바스도 시켜먹었는데 빵 추가가 되는지 여쭤보았는데, 원래부터 금액을 더 주고 추가구매해서 먹을수 없는건지? 사장님께서 빵이 떨어졌다고 ㅋㅋ 하셨는데 넘 아쉬웟어요ㅠㅠ 올리브오일 싹싹 긁어먹고싶었거든요ㅠㅠ ㅋㅋㅋㅋㅋ 그래도 너무 맛있었어요! 그리고 저 혜자스러운 양의 와인이 5천원.... 🫢 그리고 서빙해주시는 외국인분 너무 존잘이십니다 ❤️ ❤️ ❤️ 한국말 서툴지만 친절하고 귀여우세요.☺️ 그리고 모르는 여성손님분이 아이스크림도 돌리셨어요 ㅋㅋ 넘 즐거웠어요"
더보기
"피자가 먹고싶어서 근방을 서치하다가 가게된 곳입니다. 진짜 너무 맛있는데 이 가격이라니,, 도우에 파스타오일소스 찍어먹으면 진짜 극락이라 둘이가서 피자하나에 파스타 하나, 맥주까지 설거지하고 나왔습니다. 멀더라도 데이트때 또 가고싶은맛이였어서 또 뵈러갈려구요! 사장님도 유쾌하셔서 너무 맛있고 즐거운 시간 보냈습니다! 문 닫지 말고 계속 장사하셔요 광고아님X"
더보기
"피자가 너무 맛있어요
이탈리안 피자아~~
분위기도 좋아서 데이트 하기 딱 좋아요
완전 추천합니다❤️"
더보기
"오랜만에 친구 만났는데 좋은 분위기에 맛있는 음식 덕분에 좋은 시간 보냈습니다! 연말 분위기 낭낭하고, 음식도 맛있고 자리도 충분해서 단체로 방문하기도 좋을 거 같아요!! 사장님도 친절하시구요! 다음에 또 재방문하겠습니다!:)"
더보기
"친구랑 피맥하려고 방문 했어요!
애초에 추천 받아서 간 곳이라 기대도 했지만
메뉴 받고 나서 엄청 만족했습니다 😺😺
이른 저녁에 방문해서 한적했는데 대화하기 너무 좋았고 사장님도 너무 친절하셔서 재밌게 있다가 왔습니다
간바스도 먹었는데 사진 찍을 틈도 없이 ^^ 얼른 다 먹었고 같이 나온 바게트도 even. 하게 구워져서 나와서 간바스랑 잘 어울렸어요. 맥주 종류 거의 다 먹어봤는데 생맥주, 병맥주도 다 깔끔하게 맛있었습니다 !! 피자랑 정말 잘 어울려요 카프리초사피자였는데 버섯이 들어간다고 해서 걱정을 했는데 버섯 안좋아하시는 분들도 맘 놓고 드셔도 될 것 같아요 버섯맛 많이 안나고 토핑이 듬뿍 올라간 피자입니다 💕💕 친구랑 다음에 다시 재방문 하겠습니다~~"
더보기
피자가 진짜 맛있습니다. 아늑하고 편안한 곳
"추석 당일에 연 식당이 별로 없어서 찾아간 식당이었습니다
깨끗하고 깔끔한 느낌은 아닙니다
사장님은 불친절한 편입니다
생맥주 잔이 뜨뜻했습니다
한국어를 잘 못하는 직원이 있습니다
파스타가 노맛입니다 비쥬얼부터 홈파스타 느낌
하지만 그럼에도 불구하고 피자는 맛있었습니다
피자와 칵테일 먹으러 갈 곳 인듯합니다:)"
더보기
분위기도 좋고 맛도 좋습니다
"숙대입구역 와인바입니다.
분위기 좋고 넘 편안합니다. 단골집 느낌이고요.
캐주얼해서 접근성이 좋아요.
가성비도 뛰어납니다.
시끄러운 포차나 호프보다 훨씬 좋습니다.
단체모임이나 생일파티로 좋아요.
피자나 파스타도 백퍼 수제라 더 맛있습니다.
혼술도 가능하고 눈치 전혀 안줍니다"
더보기
분위기 좋고 친절해요~ 맛도 괜찮고 가격도 비싸지 않아서 좋아요~
구웃👍🏼
"그냥 지나가다 보여서 들어간 곳인데, 분위기 미쳤고 피자는 더미쳤고.. 사장님이 직접 도우까지 돌려서 만들어 주시는 진심 감동받는 맛집입니다.. 소주는 없지만 다양한 칵테일을 갓성비 있는 가격으로 먹을수 있어서 좋아요👍👍👍👍👍"
더보기
"드림캐쳐 사러갔다오면서 우연히 들어가게됐는데
음식이 너무너무너무 맛있어서 바로 저장했습니다.
피자 파스타 다 훌륭하고 칵테일도 맛있는데
가격도 합리적이고 인테리어도 훌륭하고 걍 5점이요"
더보기
너무너무좋아요 굿입니다 너무너무좋아요 굿입니다
"피자 도우가 진짜 쫀득쫀득 그 잡채입니다
수제 도우의 힘이 여기서 제대로 느껴지고 토마토 소스도 수제로 만든다고 하는데 도우와 소스의 조합이 최고이고 다른게 필요없네요 담백하면서 수 많은 종류의 주류들과 즐기기에 아주 좋은 피자맛집 입니다
감바스에 들어있는 통통한 새우가 맛이 좋고 분위기와 맛 모두 아메리칸 펍 감성의 바입니다"
더보기
"다양한 술이 많고 가성비가 좋아요~ 사장님도 친절하시고, 혼술하기도 좋아요! 데이트 하다가 2차로 오기도 좋네요!! 다음에 다시 방문할 의향 100%입니다!!"
분위기 멋있고 공간도 좋아서 친구들 모임이나 데이트하기 좋습니다! 사장님이 도우 돌리는 것도 직접 볼 수 있어요~ 아늑하고 음악도 좋아요!
핏자 파스타 JMT 👍
맛있어요 ~~여러번 방문해보지만 항상 만족하며 즐겨먹고 갑니다 사장님이 재밌고 친절하신건 너무최고👍👍
