review
대학가인만큼 젊은층 사람들이 노트북 많이해요 ㅋㅋ3층까지 있지만 층당 면적은 좁아요. 조용하게 자기할일 하기좋아요. 👍
집중하기 좋아서 자주 가요
카카오톡 선물 받은 기프트콘으로 케일 사과 주스와 햄 루꼴라 샌드위치를 식사대용으로 먹었네요!
숙대입구역술집거리뷰
휘핑크림 많이 올려주셔서 넘 좋아요^^ 달달하니 졸릴때 딱입니다.
"1. 약간 다락방 같은 공간이 있어 커피마시기 좋은 안테리어
2. 친절한 휴먼서비스
3. 문제는 의자가 너무 무거워 바닥에 끌수 밖에 없는 디자인인데 소리가 정말 듣기 불편하고 날카로움. 공간의 평화를 깨는 불쾌한 소리가 남"
더보기
리유저블 잘쓰고있어요^_^
"딸기초코 달달하니 너무 맛있어요ㅋㅋㅋㅋ
이런 콜라보 계속해줬음 좋겠어요☺️👍🏻"
노트북 업무 보기에 집중하기 좋아요
"숙대점 3층 최애 자리 .
2015년부터 왔으니 이곳도 많이 낡았네요."
현금영수증 여부 왜 안물어보시고 자진발급하게 하는지?
토피넛 캔디가 맛있어서 맛있게 먹었는데 포장이 달라져서 설마했습니다… 양이 줄었더라구요…. 너무나도 아쉬웠습니다. ㅠㅠ 그래도 맛있어서 또 살겁니다.
집중하기 좋아요
모바일상품권
개방감 좋아서 업무 보기 좋아요
좋아요 잘봤어요 많이파세요
커피가 맛있어요~~^^
"푸드만 사니 물 한 컵을 같이 주셨어요.
많이 지친 하루끝에 친절하게 대해주셔 감사합니다 :)"
좋아요 잘봤어요 많이파세요
좋아요 잘봤어요 많이파세요
디져트 커피 괜찬네요~
좋아요 잘봤어요 많이파세요
편안한 분위기가 있어요
좋아요
맛있겠다
좋아요 잘봤어요 많이파세요
콜드 브루가 깔끔하고 맛있어요
맛있게 잘먹었어요
좋아요 잘봤어요 많이파세요
"크리스마스 선물하려고 카드 4장 사왔어요~
받으시는 분들이 기뻐했음 좋겠네요~♡"
굿
밖은 더운데 스벅 안은 넘나리 시원해서 따뜻한 라떼 한 잔으로 잠시 쉬어갑니다^^ 울 아저씨는 달달구리파인데 그냥 마셔도 좋다고 하네요
좋아요 잘봤어요 많이파세요
스벅이 다 같은 스벅일까 싶지만 이곳은 직원분들 친절하고 숙대입구역 9번 출구에서 가깝고 지혜샘정신건강의학과의원과 가까워서 진료 후 나만의 시간을 갖기 딱 좋은 곳이다.
바닐라c콜드브루😋
숙대입구역 접근성 좋은 카페. 3층까지 있음.
"매우 자주 방문..
자리가 부족~"
굳굳굳
"여자화장실2층
남자화장실3층"
카페에서시간보내기넘좋아욥
아늑한 분위기 있어요
좋아요 잘봤어요 많이파세요
좋아요 잘봤어요 많이파세요
주문한 물건과 달라서 재방문했는데(따질려고 한건 아님) 너무 친절하게 응대해주셔서 감사하네요. 고맙습니다~
직원분들 친절하세요
분의기가 좋아요
"아는 언니 생일이라 스벅에서 커피한잔 마시면서 텀블러 사드렸음.

지금 만적하면서 잘쓰고 있다고~ 자기 딸, 남편이 욕심낸다고 하네요.

저도 돈적 여유가 생기면 하나 장만하고 싶어용 ."
더보기
모바일교환권
커피랑 디저트가 맛있어요.
적당하크기고 편안한분위기요
커피맛있어요
아늑하고 업무보기 좋아요
3층까지 있지만 윗층은 이용 시간 제한있고 층고 높이에 비해 규모가 크지않아요.
