review
"빵도 신선하고 맛있어요~
친절하게 포인트 할인 적립도 잘해주시구요~
맛있는 빵 사서 잘 먹었어요~"
"작년 어버이날 놓쳐서 카네이션케잌 못샀는데....
올해는 엄마가 안계셔서
결국 빵으로😭
종류도 다양하고 포인트도 챙겨주시고 친절하세요~!!👍"
더보기
현금영수증 해줘서 좋아요
좋아요
맛있어요
"친절해요
케잌 맛있어요"
좋아요
가벼운 선물이 필요해서 쿠키 샀네요~
맛있어요
그냥 생크림 케익인줄 알았는데 시트 사이에 딸기잼이 있어서 좀 아숩ㅠ
"항상 구매하는 제품입니다
맛있게 잘 먹었습니다"
맛있어요
좋아요
"주인님은 친절하시네요 ㅎㅎ
직원채용을 잘해야할듯요"
굿
회의때 가끔 샌드위치 필요하여 구매합니다.맛있고 만족스럽습니다.
굿
사장님이 친절하세요~!
좋아요
좋아요
좋아요
굿
굿
좋아요
굿
굿
매장은 작아도 집근처에 위치해있어 자주갑니다~
오후에 갔더니 빵이 많지는 않아요
굿
굿
빵이 맛있어요
좋아요
좋아요
굿
좋아요
좋아요
"동네라 오며가며 들러요
좋아요"
자주 갈땐 그만한 이유가 있다 굿 굿 !
케익이 맛있어요
친절하시고 좋아요~
생크림슈 맛있어요~!
맛있어요
좋아요
좋아요
굿
사장님이 친절하세요~!
사장님도 친절하시고 빵도 맛있어요!
좋아요
굿
ㆍ.
무난해용 조아요
좋아요
파바 음료 첨 마셔봄 굿 굿 !
지나가는길에 들렀습니다. 맛있는빵이네요.
좋아요
좋아요
"파리바게트
교회가면서 들렀는데
미니호두 아몬드 크림 치즈 빵
한정 수량으로 만든대서 구입
후회없는 맛이었어요"
더보기
"동네 파바
매장은 작은편임
오며가며 들러요"
맛있겠다
좋아요
"동네라 한번씩 들러요
식빵 적은양을 판매해서 넘 좋아요
매번 남기고 다 못먹는데 진짜 좋아요
할인적립 잘 챙겨주심"
더보기
"마카롱초코링케이크 🎂
아이가 좋아하는 초코케이크 사왔어요
파바는 초코가 많이 안달아서 괜찮아요"
소소해요
좋아요
좋아요
길거리 1층에 있어 편리하게 빵을 살수 있어요.
케이크 샀는데 칼이 없어서 당황 했지만 잘 먹었습니다
좋아요
좋아요 ☺️
좋아요
좋아요
좋아요
간단하게 간식으로좋아요
빵도 맛있소 친절하십니다 👍
좋아요
좋아요 ㄷ
좋아요
"다른 파리바게트에
비해 작지만
다있어요~"
"동네빵집이라 한번씩 들러요
식빵사러 자주 가요 좋아요"
굿
맛있어요
좋아요
"빵값이 너무 비싸져서 너무 슬퍼요~
그래도 잘 사 먹어요~^^"
"지점마다 맛이 다른가바요
다른지점에서 맛있어서 사먹었는데
여긴 맛이 달라요
뀌아망왜케 맛이 없나요 ㅠ"
더보기
"친절하고 청결하고 넓은매장 뷰도 좋고 빵도
맛났고 집중하기도. 좋았어요"
👍🥐🍞🥨☕️🥤
990원 착한커피♡
좋아요 👍🏻
굿
"친절한 빵집입니다.
저희 어머님이 좋아하는 곳이에요
주인아저씨가 어르신들에게 잘하시는것 같아요.
그래서 저도 자주 이용하는 곳입니다."
더보기
빵 맛있고 주인분이 친절해요~!
굿
"매장이 아담하지만 깨끗해요
가족들이 좋아하는 맛이 달라서
넘버원케이크로 사왔어요
여러가지 맛 볼 수 있어서 좋아요 👍"
더보기
착한프로젝트 끝나서 아쉬워요u.u
자주가는 빵집입니당
"우리동네 딱 있으니 가게 됩니다
좋아요 ~~^^"
남편이 퇴근길에 사온케잌 너무 맛있네요ㅎ
좋아요
빵이 맛있어요
좋아요
맛있어요
콜드브루 커피 맛도 좋고 가성비. 좋아요.
"너무..맛없음... 프차인데.. 파리바게트인데..? 개충격
살면서 이렇게 맛없는 빵 처음 먹어봄.
리뷰가 다 맛있대서 몰카인가 싶을정도.."
굿굿
식빵 부드러워요
이달의 신메뉴라는 케이크 구매했어요 친절하셨고요🥳
"사장님이 친절해요
할인적립잘챙겨주시고
자주가용"
좋아요.
친절해요
좋아요
"990원 아메리카노 행사하는데
라지사이즈가 작음"
좋아요.
"사장님 친절하시고
가까워서 자주가용!!"
맛있어요
가까우니 갑니다 ^^
최애빵~ 갈때 마다 없어서 아쉬었는데 이번에 구매했네용👍🏻
굿
굳
자주가는 빠바
자주가유 친절해유 할인적립잘챙겨주셔유
가가
효창 파리바게트 는 샌드위치가 신선해서 좋아요. 시간이 많이 지난건 안팔고 빼놓더라고요. 햄ㆍ에그샌드위치가 다른 파리바게트 보다 맛있어요. 추천합니다
좋아요
맛있어요
맛나요
사장님이 친절하시고 빵 맛있어요~!
"동네에 있는 파리바게트
빵 살일 있을때 가끔 방문"
"친절해유
거의 모든빵 다먹어본듯요"
좋아요
굿
맛있어요^^
좋아요
맛나고 좋아요
친절하고 맛나요
좋아요
좋아요
친절해요
"굿굿 케잌쿠폰받아 여러종류로
샀어요 좋네요^^"
좋아요
샐러드사러 갔다가 빵만 사왔오요~ 연유바게트 최애입니다!
빵도맛있지만 사장님이 친절해서 갈때마다 기분이 좋은 파리바게트 효창점 입니다.
좋아요
집에 딸기잼 만들어 놓은게 있어서 모닝빵과 그대로구운식빵 샀어요. 파리바게트는 그대로 식빵이 제일 맛있어요. 오늘은 시간이 늦었는데도 남아있어 사왔네요.
맛있어요
아래도 비슷한 리뷰가 있네요. 계산할 때 친절한 분이 계실 때도 있는데 간혹 너무 불친절한 분이 계셔서 이 부분 개선되면 좋겠습니다. 바코드 찍은 후 테이블에 구매한 음식을 팍팍 내려놓으시고 종이백도 휙 주셔서 당황스러웠습니다. 물론 제가 봉투에 다 담았구요. 친철까지는 아니더라도 손님에게 기본 예의는 갖춰주셨으면 좋겠네요.
더보기
어제 만든 빵을 팔아도 되나요?
맛있어요
자주가유 친절해유
깨끗하고 빵이 맛있어요
맛있어요
굿
새로나온 우유생크림빵 맛있어요~!
빵 맛있고 주인분이 친절하세요~!
효창 파리바게뜨 사장님이 친절해서 기분 좋은 빵집입니다. 매장도 깔끔하고 서비스도 좋아 추천합니다
맛있었어요
좋아요
맛있어요
카페가 운영되지않지만 동네 제과점으로 짱이예요!!
좋아요
