review
치즈크러스트 바베큐 치킨 피자 주문해서 매장에서 먹었습니다. 사장님도 친절하시구 피자도 신선한 재료로 쓰셔서 아주 맛나네요 근처에 피자집 괜찮은 곳 찾다가 왔는데 잘 먹고 갑니다~!집이 근처라 종종 생각나면 찾아오겠습니다😊
더보기
명란쉬림프+콤비네이션 1인피자 진짜 맛있어요~!
"최애 피자집입니다♥️
매번 포장해와서 먹는데 매번 맛있어요
콤비네이션에 고구마무스가 베스트!!!"
매 주 한번씩 먹네요. 맛있습니다.
바베큐 치킨 피자 주문했어요. 지나가는 길에 주문한거라 미리 주문하지 않고 갔는데도 금방 만들어주셔서 오래 기다리지 않고 좋았습니다~ 매번 배달로만 시켜먹었는데 포장도 자주 와야겠어요. 토핑도 듬뿍 주시고 넘 맛있어요~~
더보기
맛있게 먹겠습니다!
매번 배달사이트 이용하다가 직접 와봤는데 종종 포장하러 와야겠어요! 피자는 여기서만 먹을만큼 맛집입니다!
피자마루는 실패가 없어요
맛있어요.
좋아요
맛있어요
치즈폭탄 피자 좀 느끼해요
웰빙도우라 쫄깃쫄깃 하네요.맛있어여
골드체다소세지피자 포장했는데 너무 맛있었습니다🍕 체다소스 조금 더 뿌려주시면 좋겠어요ㅎㅎ 사진에는 가로세로로 뿌려져있었는데 가로로만 뿌려주셔서 아쉬웠어요ㅠㅠㅎㅎ 빵부분에 집에있던 갈릭소스 뿌려먹었는데 잘어울렸어요! 갈릭소스 추가하세요~~
더보기
"맛나요 가까우니 집에가는길에 미리주문하고
가져갑니다^^ 아쉬움은 쬐금 있는곳입니다~~"
친절해요
맛있어요
"가깝고 피자 딱 좋아요 적당히 저렴한
가격입니다"
굿굿
맛나요 ^^
가성비가 좋아요. 다만 배달이 되지 않습니다
친절합니다
가까운곳에 있어 좋아요 맛나요^^
라지라지 저렴하고 가성비 좋아요 😀 😄
가성비 좋은 피자 ^_^
맛나요
"진짜 거의 맨날 피자는 여기서 시켜먹는데
고구마.. 맛도리에요ㅠ 조만간 또 먹어야징"
"동네 피자가게 피자마루~
전화로 주문하고 20분 후 가지러 기면 따끈따끈만 피자를 먹을 수 있어요~~^^"
친절합니다
맛나요
"라지 두판 먹고갑니다
매장에 10명자리는있어요 ㅎㅎ"
가성비가 좋아요
좋아요
가성비가 좋아요. 친절합니다
뭔가 피자가 말라있는 느낌인데..퍽퍽하네여
맛나요
친절하고 맛나요.
조아여어어
좋아요
좋아요
좋아요
맛나고 친절합니다
좋아요
좋아요
기본피자가 맛나요
맛있어요^0^
항상 피자마당~
친절해요
굿
음료 없이 먹긴 조금 짠데...전체적으로 가성비 좋아요.
좋아요
친절합니다
토마토소스 꿀조합👍
치즈핵폭탄 피자 완전 맛있어요
몬스터 콤비네이션 맛나요!
걷
좋아요
맛나요
"고구마피자 완전 맛이머요
치즈가 듬뿍~"
맛있어요~먹다보니 금새 없어져서 아쉬웠어요ㅠㅜ 무튼 굿굿!
맛있고 사장님이 친절하세요~~^^
맛있어요
맛있어요
맛있어요~~
굿
좋아요
보통요
보통
맛있어요
굿
맛도좋고 사장님 친절하십니다!!!!
맛나요
생각보다 더 맛있네용
담백한 피자~
싸고 맛있어요
맛있어요~
좋아요
피자 가성비 맛집
맛있어요!
