review
근처에 올 일이 있어서 맛집 찾아보다가 들렀는데 너무 맛있어요!!! 특히 떡볶이가 찌개맛도 나고 깻잎향 나면서 처음 먹어보는 맛인데 집가면 생각날 것 같습니다🥹🥹닭꼬치도 두툼해서 맛있습니다!!! 떡볶이랑 닭꼬치 너무너무 추천드려요!!!!❣️❣️
더보기
야외 룸이 있어서 전부터 가고싶었던 곳이었어요! 감성 뿐만 아니라 음식도 아주 맘에 들어요 두부 샐러드 푸짐하구 완전 굳👍👍👍👍 그리고 플리 맛집입니다 일본 노래랑 밴드 노래 나오는데 분위기랑 찰떡입니다...
"예전에 숙대입구에 근무할 때 자주 이용하던 곳인데요.
이번에 모임하면서 들렀는데 루프탑도 새로 생겨 분위기가 좋고 사장님이 친절하게 반겨주시네요.
안주도 좋고 분위기도 너무 좋아요. 다양한 연령대 사람들이 즐길 수 있는 편한 것이에요."
더보기
"남영역과 숙대입구 사이에 위치한 루프탑스테이 남영 입니다
루프탑 분위기와 잘 어울리는 메뉴들이었어요! 감통소는 감자튀김, 오징어, 소시지 조합이 좋았고 튀김이 진짜 바삭해서 너무 맛있었어요!! 치즈불닭은 매운 거 적당히 먹는 친구도 잘 먹는 친구도 다 만족하면서 먹었고 치즈랑 조합이 좋았어요! 고기 양도 많았어요ㅎㅎ 감바스는 새우와 바게트의 조합이 좋았고, 파닭꼬치는 불향이 살아 있어서 하이볼이랑 진짜 잘 어울렸어요!🍺🍟🧄🧀🦐
유자하이볼, 리치하이볼 등등등 ++ 깔루아밀크, 코젤 흑맥주도 추천해욤 ㅎㅎ"
더보기
"인원이 7~8명이라서 미리 예약하고 이용했어요~
단독으로 이용해서 모임하기 좋네요
메뉴도 깔끔하니 맛있구
직원분들도 넘 친절하고 좋아용
감사합니다~"
더보기
하 여기 코젤생맥 진-짜 미친놈 ㅜ0ㅜ 시나몬 한바가지 넣어주셔서 너무맛잇고 꼬치는 그냥 말할거도없어요 와아아아 진짜 최고 !! 하이볼도 꼬옥 드셔보셔요 진짜 넘 맛잇어용 🩵🩵 사장님도 세상에서 가장 친절하시구우 뷰가 미첫어요 걍 앉자마자 기분 너무좋아져어 🤦🏻‍♂️ 여기는 또 진짜 꼭 올거에요 무 조 건 !!!
더보기
"꼬치 세트도 넘 알차게 잘나오고 떡볶이도 넘 맛있어용
날씨좋을때 루프탑, 가게 통창 커플이 방문하기도 넘 좋습니당
시끄럽지 않은 분위기 좋은 술집으로 추천해요 ◡̈"
"루프탑예약해서 다녀왔는데 뷰도 좋고 친구들이랑 모임하기 좋았어요 !!~~ 안주도 다 맛있었습니다
담에 친구들이랑 같이 또 올게요오"
"97학번 동기들과 이번에 입학한 새송이 딸들과
숙대 맛집 찾아왔는데 너무 만족해요
음식도 맛있고 분위기도 좋고 사장님도 친절하고
멀리 포항 구미 천안에서 왔는데
진짜 숙대 맛집 찾은것 같아요
강추입니다
숙대 와인바 찾으시면 루프탑 디저트카페스테이
꼭 이용해 보셔요~
맛있고 즐거운 추억 만들고 갑니다^^"
더보기
"단체모임 -! 하러 왔어요! ㅎㅎ
안주도 맛있고 남영에서 가성비 좋고 이만한 분위기 좋은 술집 없능거같아요ㅎㅎ
사장님도 친절하시고
만족스러워요>_<"
더보기
